time="2017-09-28T20:59:43.099414780Z" level=debug msg="Assigning addresses for endpoint TestServiceUpdateNetworkAddDelClient45591ef5-b2a0-4316-b171-273.1.i4qfd33tc7engaxwrt1k754lu's interface on network ingress"
time="2017-09-28T20:59:43.099442080Z" level=debug msg="RequestAddress(LocalDefault/10.255.0.0/16, 10.255.0.5, map[])"
time="2017-09-28T20:59:43.122061420Z" level=debug msg="Assigning addresses for endpoint TestServiceUpdateNetworkAddDelClient45591ef5-b2a0-4316-b171-273.1.i4qfd33tc7engaxwrt1k754lu's interface on network ingress"
time="2017-09-28T20:59:43.255361379Z" level=debug msg="checkEncryption(7mxpi12, <nil>, 4096, true)"
time="2017-09-28T20:59:43.256162673Z" level=debug msg="Assigning addresses for endpoint gateway_a25e7ad711fd's interface on network docker_gwbridge"
time="2017-09-28T20:59:43.256181473Z" level=debug msg="RequestAddress(LocalDefault/172.18.0.0/16, <nil>, map[])"
time="2017-09-28T20:59:43.270616371Z" level=debug msg="Assigning addresses for endpoint gateway_a25e7ad711fd's interface on network docker_gwbridge"
time="2017-09-28T20:59:43.371522558Z" level=debug msg="Programming external connectivity on endpoint gateway_a25e7ad711fd (cc7c4fa230db3f4e70d78b7756e79160af4416bc67f22e6c059fc01f849418b1)"
time="2017-09-28T20:59:43.473413638Z" level=debug msg="checkEncryption(7mxpi12, <nil>, 0, true)"
time="2017-09-28T20:59:43.473562837Z" level=debug msg="deleteServiceInfoFromCluster from sbLeave START for TestServiceUpdateNetworkAddDelClient45591ef5-b2a0-4316-b171-273 5649beb907afe7fa2cabc7c5caaf397ea9e4351d29d689dcca8fa470029bc5f9"
time="2017-09-28T20:59:43.473586637Z" level=warning msg="deleteServiceInfoFromCluster NetworkDB DeleteEntry failed for 5649beb907afe7fa2cabc7c5caaf397ea9e4351d29d689dcca8fa470029bc5f9 7mxpi12qjcdf240db9aywk9hx err:cannot delete entry as the entry in table endpoint_table with network id 7mxpi12qjcdf240db9aywk9hx and key 5649beb907afe7fa2cabc7c5caaf397ea9e4351d29d689dcca8fa470029bc5f9 does not exist"
time="2017-09-28T20:59:43.473631436Z" level=warning msg="rmServiceBinding deleteServiceInfoFromCluster TestServiceUpdateNetworkAddDelClient45591ef5-b2a0-4316-b171-273 5649beb907afe7fa2cabc7c5caaf397ea9e4351d29d689dcca8fa470029bc5f9 aborted c.serviceBindings[skey] !ok"
time="2017-09-28T20:59:43.473653836Z" level=debug msg="deleteServiceInfoFromCluster from sbLeave END for TestServiceUpdateNetworkAddDelClient45591ef5-b2a0-4316-b171-273 5649beb907afe7fa2cabc7c5caaf397ea9e4351d29d689dcca8fa470029bc5f9"
time="2017-09-28T20:59:43.473707236Z" level=debug msg="Revoking external connectivity on endpoint gateway_a25e7ad711fd (cc7c4fa230db3f4e70d78b7756e79160af4416bc67f22e6c059fc01f849418b1)"
time="2017-09-28T20:59:43.477875206Z" level=debug msg="DeleteConntrackEntries purged ipv4:0, ipv6:0"
time="2017-09-28T20:59:43.618023516Z" level=debug msg="Releasing addresses for endpoint gateway_a25e7ad711fd's interface on network docker_gwbridge"
time="2017-09-28T20:59:43.618048216Z" level=debug msg="ReleaseAddress(LocalDefault/172.18.0.0/16, 172.18.0.3)"
time="2017-09-28T20:59:43.702643718Z" level=debug msg="Releasing addresses for endpoint TestServiceUpdateNetworkAddDelClient45591ef5-b2a0-4316-b171-273.1.i4qfd33tc7engaxwrt1k754lu's interface on network ingress"
time="2017-09-28T20:59:43.702666518Z" level=debug msg="ReleaseAddress(LocalDefault/10.255.0.0/16, 10.255.0.5)"
time="2017-09-28T20:59:43.743471530Z" level=error msg="fatal task error" error="starting container failed: No such network: TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=vjhlyf9ygdd91ocktggu0vjyf task.id=i4qfd33tc7engaxwrt1k754lu
time="2017-09-28T20:59:43.743665928Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=vjhlyf9ygdd91ocktggu0vjyf state.desired=RUNNING state.transition="STARTING->FAILED" task.id=i4qfd33tc7engaxwrt1k754lu
time="2017-09-28T20:59:43.743863227Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=i4qfd33tc7engaxwrt1k754lu
time="2017-09-28T20:59:43.745618715Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:43.749616486Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=i4qfd33tc7engaxwrt1k754lu
time="2017-09-28T20:59:43.750826178Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:43.936334967Z" level=debug msg="(*worker).Update" len(assignments)=1 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:43.936360467Z" level=debug msg="(*worker).reconcileSecrets" len(removedSecrets)=0 len(updatedSecrets)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:43.936371367Z" level=debug msg="(*worker).reconcileConfigs" len(removedConfigs)=0 len(updatedConfigs)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:43.936392167Z" level=debug msg="(*worker).reconcileTaskState" len(removedTasks)=0 len(updatedTasks)=1 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:43.936402967Z" level=debug msg=assigned module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.desiredstate=SHUTDOWN task.id=i4qfd33tc7engaxwrt1k754lu
time="2017-09-28T20:59:43.942084727Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=i4qfd33tc7engaxwrt1k754lu
time="2017-09-28T20:59:43.943996913Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:44.412406603Z" level=debug msg="(*worker).Update" len(assignments)=1 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:44.412454103Z" level=debug msg="(*worker).reconcileSecrets" len(removedSecrets)=0 len(updatedSecrets)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:44.412466103Z" level=debug msg="(*worker).reconcileConfigs" len(removedConfigs)=0 len(updatedConfigs)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:44.412474903Z" level=debug msg="(*worker).reconcileTaskState" len(removedTasks)=1 len(updatedTasks)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:44.412636102Z" level=debug msg="Could not find network sandbox for container TestServiceUpdateNetworkAddDelClient45591ef5-b2a0-4316-b171-273.1.i4qfd33tc7engaxwrt1k754lu on service binding deactivation request"
time="2017-09-28T20:59:46.413472263Z" level=error msg="network TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2 remove failed: No such network: TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:46.413523463Z" level=error msg="remove task failed" error="No such network: TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=i4qfd33tc7engaxwrt1k754lu
time="2017-09-28T20:59:49.069358093Z" level=debug msg="(*worker).Update" len(assignments)=1 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:49.069408093Z" level=debug msg="(*worker).reconcileSecrets" len(removedSecrets)=0 len(updatedSecrets)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:49.069419893Z" level=debug msg="(*worker).reconcileConfigs" len(removedConfigs)=0 len(updatedConfigs)=0 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:49.069431493Z" level=debug msg="(*worker).reconcileTaskState" len(removedTasks)=0 len(updatedTasks)=1 module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:49.069457492Z" level=debug msg=assigned module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.desiredstate=READY task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:49.069599291Z" level=debug msg="state changed" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=vjhlyf9ygdd91ocktggu0vjyf state.desired=READY state.transition="ASSIGNED->ACCEPTED" task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:49.069684091Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:49.069867989Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=vjhlyf9ygdd91ocktggu0vjyf state.desired=READY state.transition="ASSIGNED->ACCEPTED" task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:49.431003037Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:49.431059836Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:49.432258528Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:49.473539536Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=vjhlyf9ygdd91ocktggu0vjyf state.desired=READY state.transition="ACCEPTED->PREPARING" task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:49.473682535Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:49.475009526Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:49.518495818Z" level=debug msg="Allocating IPv4 pools for network TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2 (qh04ei2lbh6vafz191pw4z1y3)"
time="2017-09-28T20:59:49.518516118Z" level=debug msg="RequestPool(LocalDefault, 10.0.1.0/24, , map[], false)"
time="2017-09-28T20:59:49.518583518Z" level=debug msg="RequestAddress(LocalDefault/10.0.1.0/24, 10.0.1.1, map[RequestAddressType:com.docker.network.gateway])"
time="2017-09-28T20:59:49.518607218Z" level=debug msg="overlay: Received vxlan IDs: 4098"
time="2017-09-28T20:59:49.518624018Z" level=debug msg="/sbin/iptables, [--wait -t mangle -C OUTPUT -p udp --dport 4789 -m u32 --u32 0>>22&0x3C@12&0xFFFFFF00=1049088 -j MARK --set-mark 13681891]"
time="2017-09-28T20:59:49.523399684Z" level=debug msg="/sbin/iptables, [--wait -t filter -C INPUT -m policy --dir in --pol ipsec -p udp --dport 4789 -m u32 --u32 0>>22&0x3C@12&0xFFFFFF00=1049088 -j ACCEPT]"
time="2017-09-28T20:59:49.526938459Z" level=debug msg="/sbin/iptables, [--wait -t filter -C INPUT -p udp --dport 4789 -m u32 --u32 0>>22&0x3C@12&0xFFFFFF00=1049088 -j DROP]"
time="2017-09-28T20:59:49.530323935Z" level=debug msg="pradipd-ubuntu2-351b1148c6f1: joined network qh04ei2lbh6vafz191pw4z1y3"
time="2017-09-28T20:59:49.530338135Z" level=debug msg="pradipd-ubuntu2-351b1148c6f1: Initiating bulk sync with node pradipd-ubuntu1-747808fd5b65"
time="2017-09-28T20:59:49.530360035Z" level=debug msg="pradipd-ubuntu2-351b1148c6f1: Initiating unsolicited bulk sync for networks [7mxpi12qjcdf240db9aywk9hx qh04ei2lbh6vafz191pw4z1y3 s98iwgd0zfwzagci60vncyv0o] with node pradipd-ubuntu1-747808fd5b65"
time="2017-09-28T20:59:49.533455313Z" level=debug msg="memberlist: Stream connection from=172.16.2.5:45150"
time="2017-09-28T20:59:49.534425006Z" level=debug msg="handleEpTableEvent ADD c19d523812b6cb792ad5ed995f7035a88aec8c6de0a71577cda8b267b8e6ea3a R:{TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint   <nil> 10.0.1.3 [] [] []}"
time="2017-09-28T20:59:49.534480405Z" level=debug msg="pradipd-ubuntu2-351b1148c6f1: Bulk sync to node pradipd-ubuntu1-747808fd5b65 took 2.780981ms"
time="2017-09-28T20:59:49.534480005Z" level=debug msg="addContainerNameResolution c19d523812b6cb792ad5ed995f7035a88aec8c6de0a71577cda8b267b8e6ea3a TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint"
time="2017-09-28T20:59:49.534572505Z" level=debug msg="c19d523812b6cb792ad5ed995f7035a88aec8c6de0a71577cda8b267b8e6ea3a (qh04ei2).addSvcRecords(TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint, 10.0.1.3, <nil>, true) handleEpTableEvent sid:c19d523812b6cb792ad5ed995f7035a88aec8c6de0a71577cda8b267b8e6ea3a"
time="2017-09-28T20:59:49.534625004Z" level=debug msg="/sbin/iptables, [--wait -t filter -L DOCKER-INGRESS]"
time="2017-09-28T20:59:49.537540184Z" level=debug msg="/sbin/iptables, [--wait -t filter -C FORWARD -j DOCKER-INGRESS]"
time="2017-09-28T20:59:49.540182065Z" level=debug msg="/sbin/iptables, [--wait -D FORWARD -j DOCKER-INGRESS]"
time="2017-09-28T20:59:49.542908946Z" level=debug msg="/sbin/iptables, [--wait -I FORWARD -j DOCKER-INGRESS]"
time="2017-09-28T20:59:49.545729426Z" level=debug msg="/sbin/iptables, [--wait -t filter -n -L DOCKER-USER]"
time="2017-09-28T20:59:49.548513306Z" level=debug msg="/sbin/iptables, [--wait -t filter -C DOCKER-USER -j RETURN]"
time="2017-09-28T20:59:49.551263787Z" level=debug msg="/sbin/iptables, [--wait -t filter -C FORWARD -j DOCKER-USER]"
time="2017-09-28T20:59:49.553942668Z" level=debug msg="/sbin/iptables, [--wait -D FORWARD -j DOCKER-USER]"
time="2017-09-28T20:59:49.556534950Z" level=debug msg="/sbin/iptables, [--wait -I FORWARD -j DOCKER-USER]"
time="2017-09-28T20:59:49.604520810Z" level=debug msg="Assigning addresses for endpoint TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint's interface on network TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2"
time="2017-09-28T20:59:49.604545310Z" level=debug msg="RequestAddress(LocalDefault/10.0.1.0/24, 10.0.1.2, map[])"
time="2017-09-28T20:59:49.620911495Z" level=debug msg="Assigning addresses for endpoint TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint's interface on network TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2"
time="2017-09-28T20:59:49.746943404Z" level=debug msg="checkEncryption(qh04ei2, 172.16.2.6, 4098, false)"
time="2017-09-28T20:59:49.748297294Z" level=debug msg="Neighbor entry added for IP 10.0.1.5, mac 02:42:0a:00:01:05"
time="2017-09-28T20:59:49.748406393Z" level=debug msg="Neighbor entry added for IP 172.16.2.6, mac 02:42:0a:00:01:05"
time="2017-09-28T20:59:49.748432293Z" level=debug msg="checkEncryption(qh04ei2, 172.16.2.6, 4098, false)"
time="2017-09-28T20:59:49.748462293Z" level=debug msg="miss notification: dest IP 10.0.1.5, dest MAC "
time="2017-09-28T20:59:49.748492493Z" level=debug msg="miss notification: dest IP 10.0.1.5, dest MAC 02:42:0a:00:01:05"
time="2017-09-28T20:59:49.748523593Z" level=debug msg="miss notification: dest IP 10.0.1.2, dest MAC "
time="2017-09-28T20:59:49.748533293Z" level=debug msg="Neighbor entry added for IP 10.0.1.2, mac 02:42:0a:00:01:02"
time="2017-09-28T20:59:49.749312587Z" level=debug msg="Neighbor entry added for IP 172.16.2.6, mac 02:42:0a:00:01:02"
time="2017-09-28T20:59:49.749341087Z" level=debug msg="checkEncryption(qh04ei2, 172.16.2.5, 4098, false)"
time="2017-09-28T20:59:49.749438586Z" level=debug msg="Neighbor entry added for IP 10.0.1.3, mac 02:42:0a:00:01:03"
time="2017-09-28T20:59:49.749587485Z" level=debug msg="Neighbor entry added for IP 172.16.2.5, mac 02:42:0a:00:01:03"
time="2017-09-28T20:59:49.749978282Z" level=debug msg="miss notification: dest IP 10.0.1.2, dest MAC 02:42:0a:00:01:02"
time="2017-09-28T20:59:49.750015782Z" level=debug msg="miss notification: dest IP 10.0.1.3, dest MAC "
time="2017-09-28T20:59:49.750182981Z" level=debug msg="miss notification: dest IP 10.0.1.3, dest MAC 02:42:0a:00:01:03"
time="2017-09-28T20:59:49.791268490Z" level=debug msg="checkEncryption(qh04ei2, <nil>, 4098, true)"
time="2017-09-28T20:59:49.874442403Z" level=debug msg="Assigning addresses for endpoint gateway_TestServiceU's interface on network docker_gwbridge"
time="2017-09-28T20:59:49.874468202Z" level=debug msg="RequestAddress(LocalDefault/172.18.0.0/16, <nil>, map[])"
time="2017-09-28T20:59:49.920989574Z" level=debug msg="Assigning addresses for endpoint gateway_TestServiceU's interface on network docker_gwbridge"
time="2017-09-28T20:59:50.071061913Z" level=debug msg="Programming external connectivity on endpoint gateway_TestServiceU (5ca61eb4d21ca2a23c8efa6906ef29a8f8fe7d62394b233f5aa44907d0018226)"
time="2017-09-28T20:59:50.118009981Z" level=debug msg="EnableService TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-sbox START"
time="2017-09-28T20:59:50.118035481Z" level=debug msg="addServiceInfoToCluster START for  924fb57f16c1a7548784fdc062c9c7b428044ebd2f97962dba2f9e56444b1d72"
time="2017-09-28T20:59:50.118083780Z" level=debug msg="addContainerNameResolution 924fb57f16c1a7548784fdc062c9c7b428044ebd2f97962dba2f9e56444b1d72 TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint"
time="2017-09-28T20:59:50.118117080Z" level=debug msg="924fb57f16c1a7548784fdc062c9c7b428044ebd2f97962dba2f9e56444b1d72 (qh04ei2).addSvcRecords(TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint, 10.0.1.2, <nil>, true) addServiceInfoToCluster sid:924fb57f16c1a7548784fdc062c9c7b428044ebd2f97962dba2f9e56444b1d72"
time="2017-09-28T20:59:50.118210580Z" level=debug msg="addServiceInfoToCluster END for  924fb57f16c1a7548784fdc062c9c7b428044ebd2f97962dba2f9e56444b1d72"
time="2017-09-28T20:59:50.118220579Z" level=debug msg="EnableService TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-sbox DONE"
time="2017-09-28T20:59:50.118413778Z" level=debug msg="Allocating IPv4 pools for network TestServiceUpdateNetworkAddDelOverlay145591ef5-b2a0-4316-b171-2 (s98iwgd0zfwzagci60vncyv0o)"
time="2017-09-28T20:59:50.118429978Z" level=debug msg="RequestPool(LocalDefault, 10.0.2.0/24, , map[], false)"
time="2017-09-28T20:59:50.118456778Z" level=debug msg="RequestAddress(LocalDefault/10.0.2.0/24, 10.0.2.1, map[RequestAddressType:com.docker.network.gateway])"
time="2017-09-28T20:59:50.118479578Z" level=debug msg="overlay: Received vxlan IDs: 4099"
time="2017-09-28T20:59:50.118504377Z" level=debug msg="/sbin/iptables, [--wait -t mangle -C OUTPUT -p udp --dport 4789 -m u32 --u32 0>>22&0x3C@12&0xFFFFFF00=1049344 -j MARK --set-mark 13681891]"
time="2017-09-28T20:59:50.123425543Z" level=debug msg="/sbin/iptables, [--wait -t filter -C INPUT -m policy --dir in --pol ipsec -p udp --dport 4789 -m u32 --u32 0>>22&0x3C@12&0xFFFFFF00=1049344 -j ACCEPT]"
time="2017-09-28T20:59:50.126914018Z" level=debug msg="/sbin/iptables, [--wait -t filter -C INPUT -p udp --dport 4789 -m u32 --u32 0>>22&0x3C@12&0xFFFFFF00=1049344 -j DROP]"
time="2017-09-28T20:59:50.131057489Z" level=debug msg="pradipd-ubuntu2-351b1148c6f1: joined network s98iwgd0zfwzagci60vncyv0o"
time="2017-09-28T20:59:50.131076589Z" level=debug msg="pradipd-ubuntu2-351b1148c6f1: Initiating bulk sync with node pradipd-ubuntu1-747808fd5b65"
time="2017-09-28T20:59:50.131101088Z" level=debug msg="pradipd-ubuntu2-351b1148c6f1: Initiating unsolicited bulk sync for networks [7mxpi12qjcdf240db9aywk9hx qh04ei2lbh6vafz191pw4z1y3 s98iwgd0zfwzagci60vncyv0o] with node pradipd-ubuntu1-747808fd5b65"
time="2017-09-28T20:59:50.134138767Z" level=debug msg="memberlist: Stream connection from=172.16.2.5:45152"
time="2017-09-28T20:59:50.135281759Z" level=debug msg="pradipd-ubuntu2-351b1148c6f1: Bulk sync to node pradipd-ubuntu1-747808fd5b65 took 2.85998ms"
time="2017-09-28T20:59:50.135379558Z" level=debug msg="/sbin/iptables, [--wait -t filter -L DOCKER-INGRESS]"
time="2017-09-28T20:59:50.139044732Z" level=debug msg="/sbin/iptables, [--wait -t filter -C FORWARD -j DOCKER-INGRESS]"
time="2017-09-28T20:59:50.141836213Z" level=debug msg="/sbin/iptables, [--wait -D FORWARD -j DOCKER-INGRESS]"
time="2017-09-28T20:59:50.144914691Z" level=debug msg="/sbin/iptables, [--wait -I FORWARD -j DOCKER-INGRESS]"
time="2017-09-28T20:59:50.148002769Z" level=debug msg="/sbin/iptables, [--wait -t filter -n -L DOCKER-USER]"
time="2017-09-28T20:59:50.150840849Z" level=debug msg="/sbin/iptables, [--wait -t filter -C DOCKER-USER -j RETURN]"
time="2017-09-28T20:59:50.153435231Z" level=debug msg="/sbin/iptables, [--wait -t filter -C FORWARD -j DOCKER-USER]"
time="2017-09-28T20:59:50.156111412Z" level=debug msg="/sbin/iptables, [--wait -D FORWARD -j DOCKER-USER]"
time="2017-09-28T20:59:50.158996291Z" level=debug msg="/sbin/iptables, [--wait -I FORWARD -j DOCKER-USER]"
time="2017-09-28T20:59:50.205971759Z" level=debug msg="Assigning addresses for endpoint TestServiceUpdateNetworkAddDelOverlay145591ef5-b2a0-4316-b171-2-endpoint's interface on network TestServiceUpdateNetworkAddDelOverlay145591ef5-b2a0-4316-b171-2"
time="2017-09-28T20:59:50.205999059Z" level=debug msg="RequestAddress(LocalDefault/10.0.2.0/24, 10.0.2.2, map[])"
time="2017-09-28T20:59:50.218025474Z" level=debug msg="Assigning addresses for endpoint TestServiceUpdateNetworkAddDelOverlay145591ef5-b2a0-4316-b171-2-endpoint's interface on network TestServiceUpdateNetworkAddDelOverlay145591ef5-b2a0-4316-b171-2"
time="2017-09-28T20:59:50.342909391Z" level=debug msg="checkEncryption(s98iwgd, 172.16.2.6, 4099, false)"
time="2017-09-28T20:59:50.344502980Z" level=debug msg="miss notification: dest IP 10.0.2.5, dest MAC "
time="2017-09-28T20:59:50.344542180Z" level=debug msg="Neighbor entry added for IP 10.0.2.5, mac 02:42:0a:00:02:05"
time="2017-09-28T20:59:50.344660679Z" level=debug msg="Neighbor entry added for IP 172.16.2.6, mac 02:42:0a:00:02:05"
time="2017-09-28T20:59:50.344691079Z" level=debug msg="checkEncryption(s98iwgd, 172.16.2.6, 4099, false)"
time="2017-09-28T20:59:50.344913277Z" level=debug msg="miss notification: dest IP 10.0.2.5, dest MAC 02:42:0a:00:02:05"
time="2017-09-28T20:59:50.344990177Z" level=debug msg="miss notification: dest IP 10.0.2.2, dest MAC "
time="2017-09-28T20:59:50.345025876Z" level=debug msg="Neighbor entry added for IP 10.0.2.2, mac 02:42:0a:00:02:02"
time="2017-09-28T20:59:50.345196775Z" level=debug msg="Neighbor entry added for IP 172.16.2.6, mac 02:42:0a:00:02:02"
time="2017-09-28T20:59:50.345235175Z" level=debug msg="miss notification: dest IP 10.0.2.2, dest MAC 02:42:0a:00:02:02"
time="2017-09-28T20:59:50.387245878Z" level=debug msg="checkEncryption(s98iwgd, <nil>, 4099, true)"
time="2017-09-28T20:59:50.662639331Z" level=debug msg="checkEncryption(s98iwgd, <nil>, 0, true)"
time="2017-09-28T20:59:50.662698231Z" level=error msg="fatal task error" error="Failed joining TestServiceUpdateNetworkAddDelOverlay145591ef5-b2a0-4316-b171-2-endpoint to sandbox TestServiceUpdateNetworkAddDelOverlay145591ef5-b2a0-4316-b171-2-sbox: container TestServiceUpdateNetworkAddDelOverlay145591ef5-b2a0-4316-b171-2-sbox: endpoint create on GW Network failed: endpoint with name gateway_TestServiceU already exists in network docker_gwbridge" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=vjhlyf9ygdd91ocktggu0vjyf task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:50.662826330Z" level=debug msg="state changed" module=node/agent/taskmanager node.id=lw42vt6pvv5gbl1axhkz9a00n service.id=vjhlyf9ygdd91ocktggu0vjyf state.desired=READY state.transition="PREPARING->REJECTED" task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:50.663050428Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:50.664626417Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:50.670033279Z" level=debug msg="(*Agent).UpdateTaskStatus" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n task.id=jwc2dceruir6il58t57jnd33u
time="2017-09-28T20:59:50.671275270Z" level=debug msg="task status reported" module=node/agent node.id=lw42vt6pvv5gbl1axhkz9a00n
time="2017-09-28T20:59:51.743531890Z" level=debug msg="memberlist: Stream connection from=172.16.2.5:45164"
time="2017-09-28T20:59:51.743880188Z" level=info msg="Node join event for pradipd-ubuntu1-747808fd5b65/172.16.2.5"
time="2017-09-28T20:59:51.815116284Z" level=debug msg="handleEpTableEvent DEL c19d523812b6cb792ad5ed995f7035a88aec8c6de0a71577cda8b267b8e6ea3a R:{TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint   <nil> 10.0.1.3 [] [] []}"
time="2017-09-28T20:59:51.815189984Z" level=debug msg="delContainerNameResolution c19d523812b6cb792ad5ed995f7035a88aec8c6de0a71577cda8b267b8e6ea3a TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint"
time="2017-09-28T20:59:51.815213284Z" level=debug msg="c19d523812b6cb792ad5ed995f7035a88aec8c6de0a71577cda8b267b8e6ea3a (qh04ei2).deleteSvcRecords(TestServiceUpdateNetworkAddDelOverlay045591ef5-b2a0-4316-b171-2-endpoint, 10.0.1.3, <nil>, true) handleEpTableEvent sid:c19d523812b6cb792ad5ed995f7035a88aec8c6de0a71577cda8b267b8e6ea3a "
time="2017-09-28T20:59:51.815351783Z" level=debug msg="Neighbor entry deleted for IP 172.16.2.5, mac 02:42:0a:00:01:03"
time="2017-09-28T20:59:51.815440382Z" level=debug msg="Neighbor entry deleted for IP 10.0.1.3, mac 02:42:0a:00:01:03"
time="2017-09-28T20:59:51.815444182Z" level=debug msg="miss notification: dest IP 10.0.1.3, dest MAC "
